Drug1,Drug2,Label
DB08916,DB13179,73
DB01356,DB13783,73
DB01100,DB01254,73
DB00203,DB01264,73
DB00203,DB01261,73
DB00203,DB01263,73
DB00176,DB08867,73
DB06016,DB08820,73
DB01098,DB01151,73
DB01232,DB01238,73
DB00897,DB09477,73
DB00537,DB09075,73
DB00392,DB00880,73
DB00846,DB04575,73
DB00846,DB04573,73
DB00820,DB01098,73
DB00726,DB01319,73
DB00829,DB01098,73
DB01110,DB01166,73
DB01204,DB06207,73
DB01200,DB06207,73
DB00243,DB00351,73
DB01118,DB01166,73
DB00176,DB00619,73
DB00243,DB00358,73
DB00637,DB01394,73
DB00635,DB01394,73
DB00608,DB06480,73
DB00602,DB06480,73
DB00563,DB01147,73
DB00836,DB06616,73
DB00834,DB06616,73
DB00673,DB01039,73
DB00831,DB06616,73
DB00563,DB00814,73
DB00563,DB00812,73
DB01167,DB12267,73
DB00988,DB08933,73
DB01624,DB09054,73
DB00780,DB06616,73
DB01232,DB06480,73
DB00220,DB06290,73
DB00835,DB09118,73
DB00972,DB06717,73
DB00918,DB01072,73
DB00934,DB08916,73
DB01016,DB06212,73
DB01015,DB06212,73
DB00333,DB00679,73
DB01011,DB06212,73
DB00188,DB09270,73
DB00872,DB05812,73
DB00338,DB00679,73
DB06708,DB08873,73
DB01264,DB08868,73
DB00712,DB01356,73
DB00641,DB00989,73
DB01186,DB09048,73
DB00204,DB01110,73
DB00496,DB09054,73
DB01115,DB02703,73
DB00683,DB00790,73
DB00006,DB01142,73
DB00818,DB06603,73
DB04868,DB09053,73
DB00304,DB04908,73
DB01384,DB06290,73
DB09048,DB09166,73
DB00524,DB09076,73
DB01026,DB01253,73
DB01110,DB09075,73
DB00512,DB00712,73
DB00377,DB06603,73
DB00222,DB00582,73
DB00701,DB09079,73
DB01100,DB09063,73
DB01100,DB09065,73
DB00316,DB06212,73
DB01380,DB04575,73
DB01118,DB08827,73
DB06603,DB06697,73
DB00706,DB08873,73
DB00617,DB09048,73
DB00946,DB01563,73
DB09048,DB09083,73
DB01095,DB01321,73
DB00673,DB01466,73
DB01628,DB08864,73
DB01235,DB01264,73
DB00232,DB01409,73
DB00254,DB09039,73
DB00257,DB09039,73
DB00834,DB00936,73
DB00932,DB08860,73
DB06292,DB08933,73
DB00390,DB08820,73
DB01589,DB06739,73
DB00679,DB09238,73
DB00294,DB01254,73
DB01589,DB04938,73
DB00404,DB09270,73
DB00401,DB09270,73
DB00541,DB01400,73
DB01211,DB08970,73
DB09101,DB09330,73
DB06730,DB08873,73
DB00573,DB06813,73
DB00490,DB06290,73
DB00872,DB08873,73
DB00872,DB08875,73
DB08820,DB09102,73
DB00203,DB00673,73
DB00802,DB09027,73
DB00512,DB13783,73
DB00751,DB05812,73
DB02703,DB08922,73
DB01151,DB01319,73
DB00404,DB00503,73
DB01167,DB09071,73
DB08873,DB09389,73
DB00619,DB06207,73
DB00289,DB00393,73
DB00285,DB00393,73
DB00283,DB00393,73
DB00215,DB08916,73
DB00213,DB08916,73
DB00872,DB09083,73
DB00175,DB01087,73
DB01393,DB08820,73
DB00203,DB09330,73
DB00932,DB09053,73
DB06290,DB09570,73
DB06603,DB08893,73
DB00547,DB01357,73
DB00699,DB06603,73
DB00709,DB08881,73
DB00709,DB08880,73
DB00220,DB00596,73
DB00224,DB00596,73
DB01224,DB08820,73
DB00688,DB06813,73
DB00673,DB00943,73
DB00193,DB05812,73
DB00679,DB01149,73
DB08873,DB11730,73
DB00208,DB08815,73
DB00679,DB01142,73
DB00663,DB04575,73
DB00541,DB00834,73
DB01263,DB05109,73
DB01264,DB05109,73
DB00471,DB01254,73
DB06335,DB09330,73
DB01232,DB06290,73
DB06267,DB08820,73
DB01072,DB06684,73
DB00224,DB01254,73
DB00220,DB01254,73
DB01149,DB08820,73
DB00783,DB01222,73
DB00443,DB01211,73
DB00912,DB01026,73
DB00220,DB00873,73
DB00246,DB09143,73
DB00317,DB09118,73
DB00224,DB00873,73
DB00243,DB09143,73
DB01023,DB02703,73
DB00546,DB00673,73
DB00349,DB09073,73
DB00619,DB06684,73
DB01254,DB08828,73
DB00641,DB05265,73
DB01246,DB01611,73
DB00257,DB01222,73
DB00255,DB01222,73
DB00254,DB01222,73
DB00243,DB01184,73
DB00540,DB00722,73
DB00246,DB01184,73
DB01394,DB12070,73
DB00943,DB01254,73
DB01032,DB09060,73
DB00309,DB00661,73
DB00613,DB00641,73
DB00613,DB00647,73
DB00503,DB09330,73
DB00672,DB06799,73
DB00358,DB09073,73
DB00961,DB01136,73
DB01059,DB01273,73
DB00898,DB05812,73
DB00655,DB08971,73
DB01238,DB06603,73
DB00243,DB01259,73
DB00688,DB00834,73
DB00175,DB01628,73
DB00243,DB01253,73
DB01394,DB06772,73
DB00401,DB09027,73
DB00687,DB01118,73
DB00467,DB01032,73
DB01200,DB06605,73
DB01264,DB08895,73
DB01263,DB08895,73
DB01072,DB06218,73
DB00201,DB06589,73
DB00207,DB06589,73
DB00206,DB06589,73
DB00243,DB00758,73
DB00683,DB01321,73
DB01424,DB09073,73
DB00752,DB09039,73
DB06717,DB08971,73
DB00622,DB00834,73
DB01254,DB06203,73
DB00234,DB01030,73
DB00196,DB00839,73
DB00321,DB01254,73
DB00448,DB00872,73
DB00390,DB01399,73
DB00440,DB00872,73
DB01087,DB01622,73
DB00444,DB00872,73
DB00390,DB01397,73
DB01220,DB09054,73
DB00264,DB00381,73
DB00498,DB01263,73
DB00243,DB01174,73
DB00877,DB08873,73
DB00297,DB01359,73
DB00343,DB01394,73
DB00345,DB01394,73
DB00344,DB01394,73
DB00361,DB00834,73
DB01144,DB01195,73
DB00451,DB06717,73
DB09128,DB12332,73
DB00588,DB09053,73
DB00582,DB09053,73
DB00819,DB01195,73
DB01254,DB06212,73
DB00624,DB08860,73
DB00758,DB09073,73
DB00294,DB00834,73
DB01253,DB06212,73
DB08828,DB09063,73
DB01259,DB06212,73
DB01601,DB05239,73
DB00541,DB00863,73
DB00264,DB00521,73
DB00700,DB00705,73
DB00783,DB09091,73
DB00196,DB08815,73
DB00398,DB00641,73
DB00219,DB00808,73
DB00387,DB00524,73
DB01016,DB09079,73
DB00364,DB00910,73
DB00988,DB09343,73
DB00987,DB09343,73
DB00897,DB01211,73
DB00673,DB06702,73
DB06700,DB09118,73
DB00220,DB08815,73
DB00224,DB08815,73
DB00227,DB08815,73
DB00180,DB02703,73
DB00673,DB01221,73
DB00332,DB09118,73
DB00641,DB01587,73
DB00860,DB06212,73
DB00253,DB01149,73
DB00091,DB09027,73
DB01614,DB06708,73
DB00834,DB01624,73
DB06480,DB06636,73
DB00303,DB01032,73
DB01126,DB09065,73
DB00637,DB09063,73
DB01359,DB08918,73
DB00196,DB06694,73
DB00759,DB09048,73
DB00322,DB01320,73
DB00637,DB09065,73
DB08827,DB08873,73
DB01142,DB04876,73
DB05109,DB09073,73
DB00947,DB09063,73
DB00524,DB01036,73
DB08896,DB09270,73
DB00813,DB01601,73
DB00361,DB06290,73
DB00947,DB01254,73
DB00872,DB06155,73
DB00877,DB01263,73
DB00318,DB09118,73
DB00255,DB01410,73
DB00499,DB05812,73
DB01136,DB01254,73
DB00877,DB09079,73
DB00808,DB00967,73
DB01013,DB01118,73
DB00470,DB09049,73
DB00472,DB09049,73
DB01410,DB08820,73
DB00477,DB09049,73
DB00255,DB00547,73
DB09068,DB09167,73
DB00598,DB01264,73
DB00443,DB09065,73
DB00637,DB01254,73
DB00539,DB08881,73
DB01095,DB13139,73
DB00620,DB08933,73
DB00762,DB01232,73
DB00373,DB08881,73
DB00358,DB01246,73
DB01624,DB08933,73
DB01045,DB09118,73
DB01047,DB08873,73
DB00203,DB00677,73
DB00519,DB00543,73
DB00332,DB06290,73
DB00745,DB00872,73
DB00398,DB08933,73
DB00641,DB00647,73
DB08820,DB08860,73
DB08827,DB08860,73
DB01179,DB06290,73
DB05039,DB09118,73
DB00541,DB09118,73
DB01076,DB11730,73
DB01211,DB06781,73
DB01167,DB01218,73
DB00477,DB00541,73
DB00472,DB00541,73
DB00470,DB00541,73
DB00834,DB08877,73
DB01117,DB09241,73
DB00989,DB01098,73
DB06739,DB09330,73
DB00582,DB01624,73
DB00203,DB00700,73
DB00243,DB00836,73
DB00243,DB00831,73
DB00518,DB09330,73
DB00379,DB02703,73
DB00224,DB04861,73
DB01418,DB09048,73
DB01098,DB01587,73
DB00636,DB06290,73
DB00673,DB01098,73
DB00361,DB06207,73
DB00675,DB01098,73
DB00677,DB01098,73
DB00563,DB00991,73
DB01118,DB04938,73
DB00285,DB09065,73
DB00285,DB09063,73
DB01072,DB01126,73
DB00657,DB01390,73
DB00682,DB00736,73
DB06717,DB09026,73
DB01142,DB02703,73
DB01410,DB09063,73
DB01062,DB06717,73
DB00731,DB05812,73
DB00227,DB04855,73
DB01234,DB08860,73
DB01232,DB08860,73
DB00300,DB06594,73
DB00829,DB09063,73
DB00310,DB01090,73
DB00701,DB09075,73
DB00704,DB09075,73
DB06287,DB09118,73
DB00715,DB01100,73
DB01411,DB09054,73
DB01016,DB06207,73
DB01118,DB06772,73
DB00673,DB00889,73
DB00203,DB09074,73
DB00823,DB01072,73
DB00834,DB01435,73
DB01182,DB01319,73
DB00208,DB09074,73
DB00661,DB06616,73
DB01076,DB01211,73
DB00668,DB06616,73
DB00669,DB06616,73
DB04855,DB08864,73
DB01409,DB09330,73
DB00227,DB09270,73
DB00224,DB09270,73
DB00199,DB09118,73
DB01149,DB05812,73
DB00220,DB09270,73
DB00541,DB08860,73
DB00976,DB01224,73
DB00255,DB08881,73
DB01072,DB08867,73
DB00334,DB01264,73
DB00673,DB08873,73
DB00542,DB01253,73
DB01589,DB06738,73
DB00543,DB05265,73
DB05521,DB08895,73
DB00708,DB08820,73
DB00706,DB09118,73
DB06777,DB08820,73
DB06717,DB13179,73
DB00762,DB09063,73
DB01435,DB08933,73
DB00762,DB09065,73
DB01026,DB09143,73
DB06218,DB09065,73
DB04861,DB08893,73
DB09027,DB12332,73
DB00195,DB00997,73
DB00196,DB00997,73
DB00199,DB09039,73
DB00873,DB01357,73
DB00625,DB06717,73
DB00196,DB09039,73
DB00199,DB00997,73
DB00195,DB09039,73
DB00673,DB01591,73
DB00204,DB04868,73
DB00379,DB09048,73
DB00673,DB06738,73
DB00673,DB01015,73
DB00588,DB09063,73
DB00588,DB09065,73
DB00641,DB06210,73
DB01601,DB06237,73
DB00276,DB01264,73
DB00220,DB09063,73
DB00295,DB06603,73
DB09118,DB11730,73
DB00305,DB09027,73
DB00338,DB00498,73
DB00582,DB06335,73
DB00673,DB09291,73
DB01008,DB01254,73
DB00677,DB09289,73
DB00514,DB05812,73
DB09053,DB09238,73
DB06605,DB09280,73
DB01105,DB09330,73
DB00683,DB02703,73
DB00503,DB01254,73
DB00528,DB01601,73
DB01254,DB09048,73
DB00353,DB00519,73
DB00613,DB01608,73
DB00390,DB00605,73
DB00983,DB06603,73
DB00425,DB00936,73
DB00390,DB00608,73
DB00470,DB00503,73
DB00227,DB05265,73
DB00006,DB00344,73
DB00347,DB09048,73
DB00613,DB01015,73
DB01232,DB06335,73
DB00813,DB12332,73
DB00511,DB00908,73
DB01355,DB09118,73
DB00496,DB06717,73
DB00398,DB08916,73
DB00904,DB08933,73
DB00673,DB01190,73
DB00530,DB01263,73
DB00530,DB01264,73
DB00641,DB00820,73
DB00641,DB00829,73
DB06335,DB06636,73
DB00603,DB09330,73
DB00027,DB08916,73
DB00956,DB01263,73
DB00956,DB01264,73
DB08816,DB11730,73
DB00956,DB09074,73
DB09289,DB12598,73
DB00956,DB09073,73
DB01601,DB02187,73
DB00540,DB09118,73
DB00297,DB09330,73
DB00216,DB01264,73
DB00175,DB01127,73
DB00602,DB01590,73
DB00175,DB01128,73
DB00175,DB01129,73
DB00608,DB01590,73
DB00559,DB00673,73
DB01192,DB06603,73
DB00559,DB00678,73
DB00309,DB01072,73
DB01211,DB08877,73
DB01325,DB01591,73
DB01149,DB01411,73
DB00678,DB09049,73
DB01167,DB06212,73
DB00204,DB00351,73
DB00559,DB06636,73
DB00672,DB09049,73
DB00673,DB09049,73
DB00178,DB00458,73
DB01263,DB08873,73
DB00420,DB09128,73
DB00252,DB01188,73
DB06212,DB09075,73
DB00178,DB00641,73
DB01076,DB06335,73
DB00584,DB09073,73
DB06290,DB06789,73
DB00818,DB00834,73
DB00706,DB09330,73
DB00593,DB09330,73
DB00443,DB01026,73
DB00263,DB06218,73
DB04868,DB09054,73
DB00983,DB08933,73
DB00933,DB01103,73
DB01211,DB01256,73
DB00455,DB02703,73
DB01268,DB01590,73
DB00398,DB02703,73
DB01264,DB01590,73
DB01263,DB01590,73
DB01026,DB09026,73
DB00344,DB00584,73
DB00541,DB01104,73
DB00337,DB06717,73
DB00541,DB01100,73
DB00541,DB01103,73
DB06603,DB09039,73
DB00276,DB00541,73
DB06717,DB09183,73
DB00641,DB01229,73
DB00668,DB09343,73
DB00277,DB06290,73
DB00371,DB01030,73
DB01299,DB01403,73
DB00340,DB01325,73
DB00349,DB08881,73
DB00997,DB09073,73
DB00997,DB09074,73
DB00176,DB06684,73
DB00443,DB08881,73
DB00327,DB08933,73
DB00394,DB09054,73
DB00196,DB00213,73
DB00344,DB06480,73
DB00345,DB06480,73
DB00343,DB06480,73
DB00201,DB01264,73
DB00818,DB08933,73
DB00364,DB01070,73
DB00805,DB01264,73
DB01114,DB08820,73
DB01241,DB06717,73
DB01026,DB01062,73
DB01072,DB09262,73
DB00490,DB09073,73
DB00461,DB00563,73
DB00465,DB00563,73
DB01047,DB06717,73
DB00469,DB00563,73
DB01030,DB08860,73
DB01254,DB08903,73
DB00958,DB08880,73
DB00542,DB01142,73
DB00872,DB06770,73
DB00872,DB06772,73
DB00872,DB06777,73
DB00281,DB04861,73
DB09034,DB12332,73
DB00281,DB00521,73
DB01218,DB06290,73
DB02703,DB09026,73
DB08874,DB09049,73
DB00243,DB09079,73
DB08873,DB09049,73
DB01299,DB01622,73
DB01030,DB12332,73
DB00472,DB01166,73
DB01211,DB09102,73
DB00373,DB04896,73
DB00468,DB06616,73
DB06742,DB09063,73
DB00780,DB08860,73
DB00482,DB00834,73
DB00842,DB09048,73
DB08867,DB09063,73
DB00802,DB08820,73
DB08867,DB09065,73
DB05294,DB06717,73
DB01047,DB01072,73
DB01200,DB01348,73
DB00969,DB00976,73
DB00900,DB08864,73
DB00188,DB00697,73
DB01062,DB02703,73
DB00673,DB09555,73
DB01175,DB09330,73
DB01166,DB06739,73
DB00193,DB00220,73
DB06209,DB09118,73
DB01171,DB09065,73
DB00158,DB06210,73
DB00814,DB06290,73
DB01264,DB09049,73
DB01263,DB09049,73
DB00869,DB09073,73
DB01268,DB09049,73
DB01030,DB13179,73
DB00588,DB00655,73
DB00215,DB00338,73
DB01151,DB05521,73
DB00175,DB00763,73
DB01186,DB09330,73
DB06742,DB08864,73
DB01075,DB01264,73
DB00524,DB01173,73
DB01045,DB08943,73
DB01623,DB05812,73
DB00243,DB06228,73
DB01151,DB01182,73
DB00641,DB09054,73
DB00544,DB09280,73
DB00802,DB06480,73
DB00673,DB00860,73
DB00694,DB09118,73
DB00208,DB09063,73
DB08918,DB09280,73
DB01232,DB08905,73
DB00834,DB12483,73
DB00933,DB01299,73
DB01100,DB06636,73
DB00264,DB06800,73
DB00584,DB01151,73
DB01217,DB08864,73
DB01211,DB08864,73
DB00404,DB01261,73
DB00404,DB01264,73
DB00321,DB09570,73
DB09063,DB09074,73
DB09065,DB09074,73
DB01216,DB06290,73
DB00834,DB00983,73
DB00563,DB00608,73
DB00950,DB01167,73
DB05812,DB06701,73
DB06717,DB11817,73
DB00277,DB01357,73
DB01223,DB01254,73
DB00959,DB01072,73
DB00603,DB01118,73
DB00563,DB00607,73
DB00496,DB01324,73
DB00266,DB00916,73
DB01325,DB08897,73
DB00175,DB00259,73
DB00673,DB01238,73
DB00623,DB08916,73
DB00622,DB08916,73
DB00175,DB00255,73
DB00624,DB08916,73
DB01026,DB08903,73
DB00243,DB00661,73
DB01193,DB04896,73
DB00243,DB00669,73
DB06290,DB09128,73
DB00773,DB09330,73
DB06207,DB09291,73
DB00912,DB09063,73
DB00912,DB09065,73
DB00591,DB09070,73
DB00679,DB13874,73
DB01076,DB01406,73
DB01118,DB09128,73
DB00834,DB01466,73
DB00402,DB09118,73
DB01197,DB06207,73
DB01196,DB06207,73
DB00427,DB00679,73
DB00420,DB00679,73
DB00252,DB01215,73
DB01260,DB09065,73
DB00482,DB01356,73
DB00390,DB01118,73
DB00866,DB01149,73
DB00461,DB08881,73
DB01030,DB01151,73
DB00820,DB01264,73
DB00907,DB01100,73
DB00908,DB01100,73
DB00990,DB06717,73
DB00553,DB08933,73
DB01100,DB09330,73
DB00636,DB02703,73
DB00916,DB06717,73
DB00390,DB08797,73
DB00615,DB01007,73
DB00390,DB06335,73
DB00724,DB01254,73
DB01085,DB01095,73
DB01087,DB01095,73
DB00691,DB00696,73
DB00715,DB01580,73
DB00243,DB09128,73
DB00246,DB09128,73
DB00227,DB00542,73
DB00309,DB08873,73
DB00370,DB00641,73
DB00277,DB00673,73
DB06212,DB08873,73
DB00661,DB06605,73
DB00622,DB05812,73
DB01295,DB08918,73
DB00596,DB06717,73
DB01259,DB09048,73
DB00921,DB09183,73
DB00246,DB08820,73
DB00296,DB02703,73
DB00243,DB08820,73
DB01072,DB01224,73
DB00398,DB09048,73
DB00501,DB00643,73
DB00602,DB01030,73
DB01100,DB08820,73
DB01118,DB09118,73
DB00608,DB01030,73
DB00255,DB11921,73
DB00426,DB09048,73
DB00180,DB00890,73
DB00289,DB06335,73
DB00283,DB06335,73
DB00285,DB06335,73
DB01184,DB09065,73
DB01184,DB09063,73
DB00227,DB01764,73
DB00347,DB08933,73
DB01072,DB06176,73
DB02703,DB06616,73
DB02701,DB06616,73
DB00358,DB01614,73
DB02709,DB06616,73
DB00620,DB00890,73
DB01149,DB04908,73
DB00396,DB09118,73
DB04846,DB09048,73
DB00467,DB01273,73
DB01397,DB06813,73
DB00091,DB08815,73
DB06616,DB08864,73
DB01399,DB06813,73
DB00255,DB00655,73
DB01591,DB09048,73
DB01036,DB09063,73
DB01036,DB09065,73
DB00353,DB05265,73
DB00296,DB00834,73
DB00268,DB06717,73
DB00543,DB08882,73
DB00582,DB01184,73
DB00826,DB01220,73
DB01239,DB08916,73
DB08910,DB09048,73
DB00353,DB00722,73
DB00243,DB01050,73
DB00316,DB08864,73
DB00313,DB08864,73
DB01118,DB04845,73
DB00252,DB00683,73
DB00252,DB00681,73
DB01182,DB01214,73
DB00751,DB09073,73
DB08873,DB12267,73
DB00220,DB08971,73
DB00909,DB01166,73
DB00224,DB08971,73
DB00176,DB01320,73
DB00175,DB08933,73
DB01032,DB01333,73
DB00625,DB01589,73
DB00220,DB05109,73
DB00224,DB05109,73
DB00193,DB05521,73
DB00224,DB06708,73
DB00220,DB06708,73
DB00370,DB01197,73
DB00541,DB01095,73
DB01183,DB08881,73
DB00468,DB01223,73
DB01036,DB01118,73
DB00696,DB09570,73
DB00257,DB06414,73
DB00635,DB01357,73
DB00251,DB06414,73
DB06717,DB13158,73
DB00472,DB01590,73
DB00470,DB01590,73
DB00477,DB01590,73
DB00185,DB05812,73
DB00834,DB01409,73
DB00778,DB01254,73
DB01183,DB09280,73
DB08916,DB09075,73
DB00524,DB01409,73
DB01551,DB09065,73
DB01551,DB09063,73
DB01166,DB08820,73
DB00444,DB08880,73
DB00563,DB06802,73
DB00613,DB00951,73
DB01149,DB06684,73
DB01254,DB08815,73
DB00997,DB12070,73
DB00604,DB08881,73
DB00208,DB00309,73
DB00203,DB00309,73
DB00972,DB09048,73
DB01098,DB09477,73
DB01142,DB06335,73
DB00264,DB01149,73
DB06290,DB08896,73
DB00508,DB06480,73
DB00823,DB04908,73
DB01219,DB09073,73
DB00185,DB09063,73
DB00264,DB01142,73
DB00836,DB06717,73
DB00590,DB06589,73
DB00457,DB01220,73
DB00455,DB01220,73
DB02703,DB08932,73
DB00248,DB09477,73
DB00472,DB09118,73
DB00745,DB08864,73
DB00458,DB01220,73
DB00278,DB00543,73
DB00582,DB01062,73
DB00220,DB01018,73
DB00344,DB00790,73
DB00224,DB01018,73
DB01622,DB06697,73
DB00683,DB06480,73
DB01407,DB01609,73
DB00864,DB06717,73
DB00243,DB00334,73
DB00613,DB08896,73
DB00996,DB01320,73
DB00615,DB09118,73
DB00623,DB06589,73
DB00622,DB06589,73
DB00624,DB06589,73
DB00613,DB08899,73
DB01166,DB09054,73
DB01166,DB01264,73
DB01166,DB01263,73
DB00872,DB04855,73
DB00243,DB00468,73
DB00203,DB01218,73
DB00317,DB09063,73
DB00575,DB05812,73
DB00207,DB01098,73
DB00201,DB01098,73
DB00243,DB05015,73
DB00238,DB00264,73
DB00234,DB00264,73
DB00195,DB00281,73
DB01200,DB09063,73
DB00563,DB08797,73
DB00563,DB08795,73
DB01166,DB01191,73
DB00182,DB06603,73
DB01601,DB08895,73
DB00503,DB09073,73
DB00270,DB01182,73
DB01132,DB08820,73
DB00615,DB00735,73
DB00233,DB00563,73
DB00688,DB05812,73
DB01149,DB12598,73
DB00531,DB00673,73
DB00540,DB08820,73
DB00575,DB00872,73
DB00570,DB00872,73
DB00571,DB00872,73
DB00363,DB00501,73
DB08820,DB08828,73
DB00864,DB01590,73
DB01086,DB09075,73
DB00863,DB01590,73
DB01166,DB04920,73
DB00091,DB01197,73
DB01098,DB06212,73
DB01095,DB06212,73
DB01093,DB06212,73
DB00203,DB11730,73
DB00615,DB06290,73
DB00320,DB00700,73
DB00246,DB09330,73
DB00196,DB00615,73
DB00512,DB00795,73
DB00813,DB01118,73
DB00802,DB01211,73
DB01182,DB04868,73
DB00628,DB00834,73
DB00661,DB00697,73
DB01002,DB01211,73
DB05812,DB11362,73
DB00178,DB00683,73
DB08931,DB09477,73
DB08820,DB11362,73
DB00227,DB08816,73
DB09048,DB09297,73
DB00768,DB01032,73
DB00539,DB06290,73
DB00834,DB01045,73
DB01182,DB01601,73
DB01074,DB09330,73
DB01115,DB01254,73
DB06267,DB06717,73
DB01026,DB01418,73
DB00246,DB08860,73
DB00248,DB08860,73
DB09118,DB09166,73
DB00205,DB01615,73
DB00972,DB01356,73
DB00655,DB06589,73
DB01261,DB08931,73
DB01264,DB08875,73
DB01136,DB06595,73
DB01058,DB08881,73
DB00470,DB08933,73
DB01194,DB06717,73
DB00957,DB01037,73
DB00412,DB09063,73
DB00747,DB00999,73
DB04868,DB08916,73
DB00404,DB06203,73
DB01007,DB08864,73
DB01001,DB08864,73
DB00651,DB00806,73
DB00679,DB08899,73
DB00834,DB09039,73
DB05521,DB08933,73
DB00404,DB00584,73
DB00546,DB02703,73
DB05676,DB06717,73
DB08918,DB09073,73
DB00501,DB00564,73
DB01401,DB06813,73
DB00294,DB02703,73
DB00333,DB01217,73
DB09167,DB11586,73
DB06697,DB09118,73
DB01182,DB05812,73
DB00622,DB09063,73
DB00175,DB00599,73
DB00528,DB01254,73
DB00185,DB01254,73
DB00203,DB00584,73
DB00203,DB00582,73
DB00741,DB02703,73
DB01118,DB09063,73
DB00694,DB06207,73
DB00696,DB06207,73
DB00690,DB06207,73
DB01173,DB09073,73
DB00864,DB09297,73
DB00864,DB09296,73
DB08933,DB09039,73
DB02703,DB04846,73
DB00343,DB00956,73
DB00184,DB06290,73
DB00661,DB08864,73
DB00668,DB08864,73
DB08874,DB09027,73
DB00705,DB01222,73
DB08873,DB09027,73
DB00252,DB09256,73
DB00872,DB11915,73
DB01356,DB09477,73
DB01233,DB06603,73
DB00381,DB01095,73
DB02703,DB08907,73
DB00872,DB01218,73
DB00458,DB00722,73
DB00675,DB00679,73
DB00961,DB01203,73
DB00243,DB00381,73
DB01253,DB09073,73
DB00696,DB04876,73
DB01264,DB09270,73
DB01263,DB09270,73
DB00834,DB00991,73
DB00589,DB09065,73
DB00389,DB00651,73
DB00321,DB01012,73
DB00908,DB02513,73
DB06237,DB08933,73
DB00393,DB09065,73
DB00673,DB01054,73
DB00393,DB09063,73
DB00394,DB01357,73
DB00783,DB09330,73
DB06282,DB06717,73
DB00213,DB06817,73
DB04572,DB06717,73
DB01166,DB05521,73
DB00091,DB09083,73
DB00503,DB00641,73
DB00540,DB01012,73
DB00204,DB00872,73
DB00204,DB00877,73
DB00546,DB09048,73
DB00390,DB01182,73
DB01095,DB01169,73
DB00458,DB01182,73
DB01211,DB05521,73
DB05812,DB06684,73
DB00555,DB01035,73
DB01167,DB08971,73
DB00246,DB01590,73
DB06207,DB08864,73
DB06207,DB08865,73
DB04573,DB13158,73
DB00909,DB09330,73
DB00243,DB02703,73
DB00502,DB06717,73
DB01429,DB09065,73
DB00203,DB09063,73
DB00335,DB08881,73
DB00277,DB01254,73
DB09118,DB12267,73
DB01403,DB09039,73
DB00091,DB00584,73
DB00337,DB00390,73
DB00813,DB01030,73
DB00810,DB01030,73
DB00501,DB09053,73
DB00559,DB00834,73
DB00503,DB09053,73
DB00502,DB09053,73
DB00470,DB00872,73
DB00683,DB08820,73
DB00495,DB01254,73
DB00320,DB09048,73
DB01396,DB09073,73
DB00872,DB12483,73
DB00248,DB09063,73
DB09343,DB12598,73
DB01559,DB08820,73
DB01026,DB01184,73
DB01220,DB01259,73
DB01220,DB01254,73
DB01220,DB01253,73
DB01182,DB01242,73
DB00196,DB01023,73
DB08906,DB08933,73
DB08906,DB09048,73
DB00091,DB06290,73
DB01101,DB01320,73
DB08865,DB09054,73
DB00333,DB06290,73
DB00845,DB09075,73
DB00612,DB09118,73
DB00568,DB05812,73
DB00543,DB01392,73
DB00540,DB01392,73
DB00872,DB06228,73
DB00238,DB06290,73
DB00169,DB00559,73
DB01628,DB06290,73
DB01369,DB09053,73
DB06589,DB06616,73
DB00223,DB04575,73
DB00367,DB08933,73
DB00213,DB01254,73
DB00223,DB04573,73
DB00288,DB09065,73
DB00252,DB00343,73
DB00635,DB01254,73
DB00252,DB00349,73
DB00751,DB09118,73
DB01559,DB09063,73
DB01264,DB03128,73
DB00177,DB06210,73
DB08933,DB12267,73
DB02709,DB06212,73
DB00353,DB00976,73
DB02703,DB06212,73
DB02701,DB06212,73
DB01114,DB02703,73
DB00625,DB01264,73
DB01588,DB09048,73
DB00503,DB08864,73
DB06228,DB11730,73
DB01254,DB06654,73
DB00732,DB01325,73
DB00845,DB01394,73
DB00783,DB01410,73
DB01124,DB01136,73
DB00933,DB01611,73
DB01340,DB06589,73
DB00872,DB00972,73
DB00694,DB01156,73
DB00872,DB00976,73
DB00872,DB00977,73
DB00277,DB00697,73
DB01218,DB01254,73
DB00472,DB04844,73
DB09070,DB09091,73
DB00904,DB01254,73
DB01104,DB09330,73
DB00175,DB01093,73
DB00255,DB00838,73
DB08873,DB09034,73
DB00495,DB09063,73
DB00834,DB00897,73
DB00738,DB06603,73
DB00234,DB08820,73
DB01394,DB12001,73
DB00207,DB09330,73
DB01264,DB02187,73
DB00701,DB09073,73
DB01396,DB09118,73
DB00264,DB01129,73
DB00697,DB00850,73
DB00264,DB01128,73
DB01211,DB01238,73
DB00673,DB00744,73
DB00316,DB08881,73
DB00764,DB01149,73
DB01219,DB06290,73
DB00641,DB00845,73
DB00261,DB01609,73
DB06335,DB09065,73
DB00213,DB09049,73
DB00398,DB01264,73
DB00396,DB06603,73
DB00541,DB00747,73
DB00541,DB00741,73
DB00398,DB01263,73
DB00203,DB01340,73
DB00203,DB01348,73
DB06616,DB12070,73
DB00584,DB00726,73
DB00470,DB09075,73
DB00472,DB09075,73
DB00477,DB09075,73
DB00907,DB01098,73
DB08931,DB09073,73
DB08931,DB09075,73
DB08881,DB08916,73
DB08880,DB08916,73
DB01098,DB01369,73
DB00285,DB05812,73
DB00331,DB00440,73
DB00425,DB06290,73
